date,price
2025-04-05 00:00:00.000,1814.4807753449504
2025-04-06 00:00:00.000,1809.935827172196
2025-04-07 00:00:00.000,1574.6321611455576
2025-04-08 00:00:00.000,1555.909812570873
2025-04-09 00:00:00.000,1471.3608854365525
2025-04-10 00:00:00.000,1662.5331604641576
2025-04-11 00:00:00.000,1523.928624242526
2025-04-12 00:00:00.000,1568.131690125936
2025-04-13 00:00:00.000,1645.8625733156498
2025-04-14 00:00:00.000,1595.4227460001084
2025-04-15 00:00:00.000,1621.543195596693
2025-04-16 00:00:00.000,1587.82222440214
2025-04-17 00:00:00.000,1577.7073516760115
2025-04-18 00:00:00.000,1583.4764497002343
2025-04-19 00:00:00.000,1589.1516208270757
2025-04-20 00:00:00.000,1615.0502549158562
2025-04-21 00:00:00.000,1585.4600253443446
2025-04-22 00:00:00.000,1577.4465595922347
2025-04-23 00:00:00.000,1759.7064599311093
2025-04-24 00:00:00.000,1793.969849485534
2025-04-25 00:00:00.000,1769.3925107354407
2025-04-26 00:00:00.000,1788.7981804331257
2025-04-27 00:00:00.000,1821.2695303291391
2025-04-28 00:00:00.000,1793.6918440730135
2025-04-29 00:00:00.000,1799.50191449199
2025-04-30 00:00:00.000,1796.9720456768928
2025-05-01 00:00:00.000,1794.0495408617828
2025-05-02 00:00:00.000,1838.8543285925757
2025-05-03 00:00:00.000,1841.427590836958
2025-05-04 00:00:00.000,1834.501911876416
2025-05-05 00:00:00.000,1808.156093844096
2025-05-06 00:00:00.000,1820.00445988936
2025-05-07 00:00:00.000,1816.168694381844
2025-05-08 00:00:00.000,1810.316926928448
2025-05-09 00:00:00.000,2197.5611893238784
2025-05-10 00:00:00.000,2341.407963002621
2025-05-11 00:00:00.000,2583.6829051429518
2025-05-12 00:00:00.000,2507.4693107597423
2025-05-13 00:00:00.000,2492.426391077375
2025-05-14 00:00:00.000,2676.639163127913
2025-05-15 00:00:00.000,2603.718088719961
2025-05-16 00:00:00.000,2542.296692466797
2025-05-17 00:00:00.000,2544.3870377235667
2025-05-18 00:00:00.000,2475.0543933696918
2025-05-19 00:00:00.000,2465.3409856139087
2025-05-20 00:00:00.000,2526.989643891319
2025-05-21 00:00:00.000,2524.2743433146065
2025-05-22 00:00:00.000,2558.9502343769486
2025-05-23 00:00:00.000,2657.1674447566115
2025-05-24 00:00:00.000,2519.813809045145
2025-05-25 00:00:00.000,2529.4429842284358
2025-05-26 00:00:00.000,2546.6201163370915
2025-05-27 00:00:00.000,2562.172928639224
2025-05-28 00:00:00.000,2662.0940568241435
2025-05-29 00:00:00.000,2676.2674124507
2025-05-30 00:00:00.000,2633.139206528669
2025-05-31 00:00:00.000,2524.4762348050726
2025-06-01 00:00:00.000,2532.3627853090866
2025-06-02 00:00:00.000,2538.3300584367485
2025-06-03 00:00:00.000,2609.737253959435
2025-06-04 00:00:00.000,2595.4689570063
2025-06-05 00:00:00.000,2610.343189828259
2025-06-06 00:00:00.000,2421.601103763502
2025-06-07 00:00:00.000,2481.4039836690267
2025-06-08 00:00:00.000,2526.291995889778
2025-06-09 00:00:00.000,2508.784123584585
2025-06-10 00:00:00.000,2685.0001850413178
2025-06-11 00:00:00.000,2808.503208314919
2025-06-12 00:00:00.000,2776.1371915822333
2025-06-13 00:00:00.000,2653.158968452672
2025-06-14 00:00:00.000,2577.04861752583
2025-06-15 00:00:00.000,2534.070219535952
2025-06-16 00:00:00.000,2547.845604092044
2025-06-17 00:00:00.000,2561.329843569428
2025-06-18 00:00:00.000,2514.986700576147
2025-06-19 00:00:00.000,2521.3334233964915
2025-06-20 00:00:00.000,2522.1791903642184
2025-06-21 00:00:00.000,2405.695434213183
2025-06-22 00:00:00.000,2270.581996055585
2025-06-23 00:00:00.000,2227.4287266371684
2025-06-24 00:00:00.000,2423.899644268608
2025-06-25 00:00:00.000,2446.539301545049
2025-06-26 00:00:00.000,2417.2267855277296
2025-06-27 00:00:00.000,2415.031864876594
2025-06-28 00:00:00.000,2423.0302896731746
2025-06-29 00:00:00.000,2437.133001780241
2025-06-30 00:00:00.000,2502.6672721177083
2025-07-01 00:00:00.000,2488.190781689803
2025-07-02 00:00:00.000,2405.1045592800183
2025-07-03 00:00:00.000,2574.067718495133
2025-07-04 00:00:00.000,2590.132231590221
2025-07-05 00:00:00.000,2509.236345783362
2025-07-06 00:00:00.000,2517.37917835065
2025-07-07 00:00:00.000,2571.358192115984
2025-07-08 00:00:00.000,2543.6317028067488
2025-07-09 00:00:00.000,2615.7759888945047
2025-07-10 00:00:00.000,2772.5795626609174
2025-07-11 00:00:00.000,2948.4462027029053
2025-07-12 00:00:00.000,2958.8514450990992
2025-07-13 00:00:00.000,2942.9616055388096
2025-07-14 00:00:00.000,2974.2654952333387
2025-07-15 00:00:00.000,3012.179706905928
2025-07-16 00:00:00.000,3133.069857747011
2025-07-17 00:00:00.000,3368.126521526108
2025-07-18 00:00:00.000,3481.8828152374017
2025-07-19 00:00:00.000,3547.317079001209
2025-07-20 00:00:00.000,3594.3185010809702
2025-07-21 00:00:00.000,3758.605581813957
2025-07-22 00:00:00.000,3765.453624023574
2025-07-23 00:00:00.000,3746.940668731632
2025-07-24 00:00:00.000,3630.053531480921
2025-07-25 00:00:00.000,3708.4299352383423
2025-07-26 00:00:00.000,3723.05290927856
2025-07-27 00:00:00.000,3742.431425865992
2025-07-28 00:00:00.000,3864.124837465477
2025-07-29 00:00:00.000,3786.303845995956
2025-07-30 00:00:00.000,3788.598371605823
2025-07-31 00:00:00.000,3807.4166010824183
2025-08-01 00:00:00.000,3696.66285308512
2025-08-02 00:00:00.000,3483.1789551579504
2025-08-02 00:08:23.014,3490.126027261797
2025-08-02 01:09:00.995,3516.929892436748
2025-08-02 02:01:53.030,3510.3986044052754
2025-08-02 03:08:48.136,3524.035225082705
2025-08-02 04:08:37.352,3526.2451819762027
2025-08-02 05:06:51.559,3532.413223233703
2025-08-02 06:03:46.195,3518.1249114765355
2025-08-02 07:04:49.180,3475.371827705058
2025-08-02 08:04:10.373,3517.311227118096
2025-08-02 09:04:02.943,3491.237635710257
2025-08-02 10:03:44.568,3490.0383481349136
2025-08-02 11:04:10.474,3487.942998907581
2025-08-02 12:08:59.502,3506.3122200796847
2025-08-02 13:01:27.122,3507.6308698939183
2025-08-02 14:08:55.771,3509.233691879086
2025-08-02 15:05:56.093,3474.2408923128264
2025-08-02 16:04:40.858,3456.7920252045533
2025-08-02 17:04:19.055,3467.729582600776
2025-08-02 18:08:59.794,3423.220633480211
2025-08-02 19:03:59.758,3380.723061341434
2025-08-02 20:04:23.800,3400.352819452813
2025-08-02 21:00:33.279,3416.427148440533
2025-08-02 22:09:00.208,3418.412816906685
2025-08-02 23:07:25.276,3415.1727392636453
2025-08-03 00:08:56.111,3400.741514835749
2025-08-03 01:06:03.414,3405.276687806024
2025-08-03 02:03:26.606,3414.549553772091
2025-08-03 03:04:54.865,3441.961918943606
2025-08-03 04:09:09.675,3446.8452138885723
2025-08-03 05:04:57.674,3437.8290815483856
2025-08-03 06:04:06.207,3443.284004346993
2025-08-03 07:04:53.222,3441.812990986453
2025-08-03 08:04:03.302,3455.0057664581163
2025-08-03 09:09:23.462,3460.537229079868
2025-08-03 10:04:02.852,3464.0294323192893
2025-08-03 11:08:44.914,3487.6370794753616
2025-08-03 12:09:41.266,3484.3074734809907
2025-08-03 13:07:32.862,3495.398537534885
2025-08-03 14:07:36.847,3490.0172259347596
2025-08-03 15:05:22.954,3472.8422094989564
2025-08-03 16:07:25.169,3474.626138911878
2025-08-03 17:06:23.453,3491.002490723254
2025-08-03 18:03:18.086,3487.345524412645
2025-08-03 19:09:31.929,3492.7053524491444
2025-08-03 20:00:13.626,3497.4218361160433
2025-08-03 21:08:45.786,3491.1571119319246
2025-08-03 22:09:37.911,3501.5580849273315
2025-08-03 23:04:41.448,3504.0964904344964
2025-08-04 00:08:55.403,3497.7884248520922
2025-08-04 01:03:50.517,3545.8483705990834
2025-08-04 02:09:02.387,3536.9960665341423
2025-08-04 03:04:15.840,3567.29006694925
2025-08-04 04:02:20.092,3558.965402168159
2025-08-04 05:08:57.739,3538.0202944987523
2025-08-04 06:05:22.963,3533.727978495223
2025-08-04 07:08:43.354,3540.3867510729856
2025-08-04 08:09:14.887,3554.865069859157
2025-08-04 09:04:05.662,3551.142642527417
2025-08-04 10:09:38.812,3547.414831695984
2025-08-04 11:08:46.296,3557.304184717086
2025-08-04 12:08:59.190,3555.546869544826
2025-08-04 13:09:43.723,3570.150277227105
2025-08-04 14:04:58.901,3619.168343980975
2025-08-04 15:09:23.747,3638.833494004731
2025-08-04 16:04:57.433,3647.307530287286
2025-08-04 17:09:55.796,3688.6143847387343
2025-08-04 18:09:04.834,3685.3344515067815
2025-08-04 19:11:02.931,3676.2545041614503
2025-08-04 20:09:20.673,3666.631783640017
2025-08-04 21:03:54.438,3704.162710225887
2025-08-04 22:09:48.752,3718.4080146997894
2025-08-04 23:03:15.549,3730.3107463400283
2025-08-05 00:04:57.037,3715.7090148550706
2025-08-05 01:02:41.283,3697.9772124920987
2025-08-05 02:04:14.330,3682.2432526913703
2025-08-05 03:04:15.136,3678.408103772796
2025-08-05 04:04:35.231,3653.1292937921953
2025-08-05 05:04:35.615,3650.6085126504013
2025-08-05 06:08:45.718,3670.347588204313
2025-08-05 07:04:06.890,3647.0715014644684
2025-08-05 08:04:04.514,3612.3621566437314
2025-08-05 09:09:17.642,3635.0461866962232
2025-08-05 10:03:29.190,3659.56944639529
2025-08-05 11:09:43.202,3675.3758778383217
2025-08-05 12:09:03.470,3669.6926421488474
2025-08-05 13:08:49.788,3630.364898408127
2025-08-05 14:00:49.023,3650.2920429437363
2025-08-05 15:04:12.149,3571.37961714318
2025-08-05 16:04:02.619,3564.6804760716172
2025-08-05 17:09:34.881,3579.5079923156263
2025-08-05 18:09:27.673,3601.568658376305
2025-08-05 19:00:55.975,3573.920908199738
2025-08-05 20:01:20.850,3572.1206331315448
2025-08-05 21:09:07.392,3578.6860670333263
2025-08-05 22:09:57.593,3560.330481668972
2025-08-05 23:09:32.073,3599.846423184819
2025-08-06 00:09:11.769,3611.964869972736
2025-08-06 01:09:06.486,3577.4761833213793
2025-08-06 02:09:00.116,3589.4499094441207
2025-08-06 03:09:00.032,3589.1347285064157
2025-08-06 04:09:26.926,3582.2128791997784
2025-08-06 05:09:39.017,3575.691187845531
2025-08-06 06:09:50.633,3631.7458312909357
2025-08-06 07:09:27.173,3632.919455573115
2025-08-06 08:09:18.746,3638.585570975066
2025-08-06 09:02:50.927,3619.1730321907794
2025-08-06 10:04:52.915,3627.654058079844
2025-08-06 11:08:55.050,3617.8577423884462
2025-08-06 12:09:00.160,3620.7412129711097
2025-08-06 13:04:14.752,3583.923680214299
2025-08-06 14:08:04.043,3613.642281524186
2025-08-06 15:10:21.474,3629.3858991924358
2025-08-06 16:09:51.559,3666.6304853233287
2025-08-06 17:09:10.258,3645.861631494131
2025-08-06 18:06:21.870,3683.791758752275
2025-08-06 19:10:55.384,3681.6969708848774
2025-08-06 20:09:18.222,3678.37318655747
2025-08-06 21:09:37.687,3678.3694688789205
2025-08-06 22:00:47.249,3667.472871317524
2025-08-06 23:09:00.425,3680.691803389612
2025-08-07 00:09:28.517,3684.0459195726726
2025-08-07 01:09:14.741,3674.313993791101
2025-08-07 02:09:48.007,3667.610719106694
2025-08-07 03:03:40.621,3658.659435194068
2025-08-07 04:08:49.932,3660.303835382746
2025-08-07 05:04:31.152,3661.9654347765277
